"행정구역","2022년06월_남_총인구수","2022년06월_남_연령구간인구수","2022년06월_남_0~9세","2022년06월_남_10~19세","2022년06월_남_20~29세","2022년06월_남_30~39세","2022년06월_남_40~49세","2022년06월_남_50~59세","2022년06월_남_60~69세","2022년06월_남_70~79세","2022년06월_남_80~89세","2022년06월_남_90~99세","2022년06월_남_100세 이상","2022년06월_여_총인구수","2022년06월_여_연령구간인구수","2022년06월_여_0~9세","2022년06월_여_10~19세","2022년06월_여_20~29세","2022년06월_여_30~39세","2022년06월_여_40~49세","2022년06월_여_50~59세","2022년06월_여_60~69세","2022년06월_여_70~79세","2022년06월_여_80~89세","2022년06월_여_90~99세","2022년06월_여_100세 이상"
"경기도 양평군 양평읍(4183025000)","16,028","16,028","1,098","1,702","1,974","1,661","2,377","2,870","2,545","1,268","490","43","0","15,973","15,973","1,061","1,612","1,594","1,561","2,607","2,708","2,520","1,340","839","126","5"
"경기도 양평군 강상면(4183031000)","5,152","5,152","405","501","419","521","803","839","930","524","198","12","0","5,210","5,210","420","427","402","543","834","792","970","494","277","50","1"
"경기도 양평군 강하면(4183032000)","2,458","2,458","94","138","190","193","248","427","645","400","113","9","1","2,440","2,440","77","107","149","170","258","431","703","336","172","35","2"
"경기도 양평군 양서면(4183033000)","7,013","7,013","380","572","652","577","931","1,235","1,448","843","340","34","1","7,022","7,022","329","500","546","570","897","1,263","1,528","867","434","85","3"
"경기도 양평군 옥천면(4183034000)","4,220","4,220","221","318","432","397","583","733","892","458","171","15","0","4,066","4,066","235","274","289","357","501","711","885","494","277","43","0"
"경기도 양평군 서종면(4183035000)","5,003","5,003","295","460","351","386","742","911","1,086","584","171","17","0","5,066","5,066","293","420","266","451","751","864","1,169","529","258","64","1"
"경기도 양평군 단월면(4183036000)","1,969","1,969","57","94","141","147","213","350","546","294","119","8","0","1,884","1,884","53","110","100","109","164","322","499","282","199","46","0"
"경기도 양평군 청운면(4183037000)","1,966","1,966","62","85","122","107","212","342","562","291","166","15","2","1,844","1,844","42","56","89","85","144","314","517","314","238","43","2"
"경기도 양평군 양동면(4183038000)","2,329","2,329","74","102","160","144","221","466","623","356","168","14","1","2,300","2,300","52","102","108","124","171","416","619","367","258","80","3"
"경기도 양평군 지평면(4183039500)","3,562","3,562","129","221","247","215","375","639","956","520","232","28","0","3,480","3,480","97","152","221","194","307","583","880","539","411","92","4"
"경기도 양평군 용문면(4183040000)","9,156","9,156","619","874","897","866","1,227","1,541","1,688","960","443","41","0","8,948","8,948","560","735","702","807","1,190","1,448","1,702","1,015","649","136","4"
"경기도 양평군 개군면(4183041000)","2,659","2,659","101","171","202","194","328","493","641","361","162","6","0","2,607","2,607","110","149","170","177","289","420","646","380","230","36","0"
"강원도  (4200000000)","774,405","774,405","50,531","68,848","97,114","85,164","111,490","136,440","131,204","62,412","28,563","2,565","74","764,659","764,659","48,131","63,794","75,545","75,992","106,975","127,710","131,439","74,726","50,850","9,217","280"
"동해출장소  (4210500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"강원도 춘천시 (4211000000)","141,081","141,081","10,481","13,625","20,024","17,671","20,642","23,658","20,409","9,340","4,749","463","19","144,826","144,826","10,024","12,698","17,415","16,595","21,278","23,322","21,834","11,778","8,352","1,486","44"
"강원도 춘천시 신북읍(4211025000)","3,747","3,747","142","216","396","325","448","721","819","394","254","31","1","3,723","3,723","155","199","293","293","376","637","762","493","438","75","2"
"강원도 춘천시 동면(4211031000)","9,592","9,592","967","1,284","1,032","985","1,734","1,552","1,354","464","197","23","0","9,825","9,825","897","1,187","889","1,122","1,824","1,464","1,379","572","392","96","3"
"강원도 춘천시 동산면(4211032000)","784","784","8","34","61","58","65","123","268","97","66","4","0","677","677","16","19","48","34","36","100","190","108","115","10","1"
"강원도 춘천시 신동면(4211033000)","1,350","1,350","54","63","139","104","143","275","326","149","91","6","0","1,253","1,253","41","74","87","91","106","209","322","147","143","33","0"
"강원도 춘천시 남면(4211034000)","584","584","14","17","31","32","45","116","164","103","54","8","0","494","494","7","9","21","17","37","73","147","89","77","17","0"
"강원도 춘천시 서면(4211035000)","1,916","1,916","43","98","129","114","180","376","537","283","140","15","1","1,799","1,799","56","60","91","103","129","278","466","288","257","68","3"
"강원도 춘천시 사북면(4211036000)","1,226","1,226","33","66","104","64","96","206","376","186","88","6","1","1,252","1,252","34","54","59","46","102","212","362","187","164","32","0"
"강원도 춘천시 북산면(4211038000)","538","538","6","6","18","25","35","114","182","101","49","2","0","430","430","6","8","13","10","23","74","129","98","58","11","0"
"강원도 춘천시 동내면(4211039000)","8,461","8,461","637","839","1,043","1,145","1,364","1,453","1,223","475","254","28","0","8,512","8,512","572","816","1,000","1,026","1,383","1,354","1,260","598","421","80","2"
"강원도 춘천시 남산면(4211040000)","1,802","1,802","46","75","119","131","199","351","489","262","114","14","2","1,617","1,617","29","61","89","93","135","281","450","246","191","39","3"
"강원도 춘천시 교동(4211052000)","1,844","1,844","56","87","537","241","175","253","245","179","62","9","0","1,712","1,712","39","69","420","184","161","225","277","185","138","14","0"
"강원도 춘천시 조운동(4211053000)","1,272","1,272","35","61","176","136","172","233","246","135","71","6","1","1,340","1,340","33","48","165","122","146","202","263","187","146","28","0"
"강원도 춘천시 약사명동(4211054500)","1,582","1,582","103","94","203","234","224","276","247","121","72","7","1","1,792","1,792","128","101","208","219","218","260","280","209","138","30","1"
"강원도 춘천시 근화동(4211057000)","4,211","4,211","439","345","486","764","573","639","551","243","149","20","2","4,168","4,168","408","286","500","669","515","509","569","400","274","38","0"
"강원도 춘천시 소양동(4211058000)","4,491","4,491","348","399","602","578","685","765","642","297","159","15","1","4,660","4,660","347","342","519","548","603","802","716","457","277","47","2"
"강원도 춘천시 후평1동(4211060000)","5,664","5,664","233","408","951","726","733","939","936","479","238","21","0","5,670","5,670","204","372","843","542","714","898","1,010","591","420","74","2"
"강원도 춘천시 후평2동(4211061000)","6,870","6,870","587","707","1,078","1,002","990","1,083","814","379","202","28","0","7,548","7,548","590","658","1,039","1,011","1,079","1,179","987","537","398","65","5"
"강원도 춘천시 후평3동(4211061100)","9,725","9,725","797","915","1,310","1,333","1,407","1,602","1,395","632","306","25","3","10,714","10,714","771","921","1,226","1,239","1,555","1,778","1,643","864","630","86","1"
"강원도 춘천시 효자1동(4211062000)","2,149","2,149","134","208","272","226","322","373","335","160","107","12","0","2,178","2,178","152","162","245","206","310","350","349","230","149","24","1"
"강원도 춘천시 효자2동(4211063000)","6,299","6,299","179","305","1,720","775","740","967","845","476","272","18","2","5,684","5,684","178","319","1,248","512","587","765","917","633","453","70","2"
"강원도 춘천시 효자3동(4211064000)","2,210","2,210","68","109","475","322","269","346","323","170","121","7","0","2,202","2,202","61","106","507","260","198","312","355","224","149","28","2"
"강원도 춘천시 석사동(4211065000)","16,879","16,879","1,073","2,072","2,638","1,859","2,622","3,086","2,076","937","472","43","1","17,387","17,387","1,032","2,017","2,349","1,651","2,855","3,100","2,199","1,240","808","132","4"
"강원도 춘천시 퇴계동(4211066000)","23,183","23,183","2,046","2,810","3,243","2,876","3,663","3,939","2,835","1,139","575","56","1","24,968","24,968","1,950","2,677","2,880","2,942","4,286","4,278","3,237","1,507","1,031","178","2"
"강원도 춘천시 강남동(4211067500)","12,239","12,239","1,141","1,161","1,550","1,828","1,874","1,972","1,645","747","287","32","2","12,858","12,858","1,111","1,019","1,424","1,878","1,981","2,156","1,894","815","470","103","7"
"강원도 춘천시 신사우동(4211070500)","12,463","12,463","1,292","1,246","1,711","1,788","1,884","1,898","1,536","732","349","27","0","12,363","12,363","1,207","1,114","1,252","1,777","1,919","1,826","1,671","873","615","108","1"
"강원도 원주시 (4213000000)","178,256","178,256","13,790","18,109","23,705","23,124","27,951","30,922","25,145","10,281","4,779","442","8","181,340","181,340","13,150","17,037","20,743","22,345","28,984","30,695","25,627","12,464","8,680","1,566","49"
"강원도 원주시 문막읍(4213025000)","9,237","9,237","538","781","1,107","959","1,494","1,856","1,439","710","318","32","3","8,849","8,849","501","765","897","827","1,351","1,639","1,399","793","564","107","6"
"강원도 원주시 소초면(4213031000)","4,498","4,498","184","230","612","387","485","855","1,075","424","217","29","0","3,929","3,929","152","226","312","292","374","758","940","445","351","76","3"
"강원도 원주시 호저면(4213032000)","1,920","1,920","56","72","187","124","186","390","505","245","144","11","0","1,726","1,726","42","57","105","101","127","294","455","229","271","44","1"
"강원도 원주시 지정면(4213033000)","14,309","14,309","2,365","1,347","1,217","3,327","2,756","1,499","1,218","418","148","14","0","14,763","14,763","2,388","1,351","1,272","3,372","2,643","1,672","1,259","432","303","70","1"
"강원도 원주시 부론면(4213035000)","1,130","1,130","15","38","67","53","94","191","357","203","102","10","0","1,094","1,094","19","53","53","33","48","143","326","192","187","40","0"
"강원도 원주시 귀래면(4213036000)","1,123","1,123","22","29","72","64","83","236","349","171","92","5","0","1,059","1,059","18","39","58","35","69","181","281","201","141","36","0"
"강원도 원주시 흥업면(4213037000)","5,005","5,005","234","362","895","487","661","891","928","354","177","15","1","4,430","4,430","215","347","606","427","567","735","813","362","302","55","1"
"강원도 원주시 판부면(4213038000)","3,878","3,878","186","341","531","501","577","780","610","243","101","7","1","3,449","3,449","190","288","423","372","554","631","524","234","190","42","1"
"강원도 원주시 신림면(4213039000)","1,815","1,815","32","66","90","106","148","375","565","275","145","13","0","1,731","1,731","36","39","80","72","111","335","483","298","243","32","2"
"강원도 원주시 중앙동(4213051500)","1,327","1,327","24","49","86","95","155","310","351","157","89","11","0","1,171","1,171","18","41","78","68","93","197","281","180","172","43","0"
"강원도 원주시 원인동(4213052000)","2,060","2,060","84","161","313","232","266","369","372","162","88","13","0","2,273","2,273","82","138","313","218","249","409","423","227","191","22","1"
"강원도 원주시 개운동(4213053000)","6,075","6,075","261","678","827","590","773","1,147","1,000","519","258","22","0","6,612","6,612","301","559","715","585","883","1,250","1,126","657","463","71","2"
"강원도 원주시 명륜1동(4213054100)","3,969","3,969","189","326","559","381","508","758","736","335","164","13","0","4,300","4,300","176","353","464","365","553","848","768","453","275","43","2"
"강원도 원주시 명륜2동(4213054200)","8,324","8,324","470","883","1,183","897","1,224","1,630","1,289","500","227","21","0","8,982","8,982","471","890","1,117","892","1,355","1,682","1,330","682","474","88","1"
"강원도 원주시 단구동(4213055000)","21,714","21,714","1,603","2,594","3,495","2,832","3,591","3,835","2,415","895","418","35","1","22,523","22,523","1,489","2,402","2,999","2,647","4,078","4,042","2,635","1,284","828","117","2"
"강원도 원주시 일산동(4213056000)","4,114","4,114","182","327","744","539","501","635","629","360","173","23","1","4,444","4,444","196","249","820","461","464","691","786","452","280","44","1"
"강원도 원주시 학성동(4213057500)","2,244","2,244","65","143","271","195","312","454","450","224","118","12","0","2,326","2,326","66","122","219","166","264","422","520","287","214","43","3"
"강원도 원주시 단계동(4213059000)","13,971","13,971","1,089","1,174","2,168","2,242","1,890","2,372","2,033","666","313","24","0","14,747","14,747","962","1,115","1,951","2,031","2,134","2,841","2,241","854","514","100","4"
"강원도 원주시 우산동(4213060000)","7,114","7,114","493","646","1,149","802","1,095","1,231","1,051","441","189","17","0","6,362","6,362","416","533","837","710","1,009","1,049","931","527","298","51","1"
"강원도 원주시 태장1동(4213061000)","5,124","5,124","344","555","585","532","856","951","776","350","166","9","0","5,126","5,126","351","511","567","488","826","836","790","453","259","44","1"
"강원도 원주시 태장2동(4213062000)","12,348","12,348","832","1,265","1,578","1,398","1,959","2,358","1,874","722","331","31","0","12,337","12,337","737","1,185","1,333","1,262","1,960","2,249","1,916","935","662","96","2"
"강원도 원주시 봉산동(4213063500)","3,825","3,825","118","337","453","358","435","771","768","376","188","20","1","3,924","3,924","114","242","373","249","441","724","842","490","383","62","4"
"강원도 원주시 행구동(4213065000)","4,339","4,339","328","494","549","443","648","805","676","247","133","16","0","4,444","4,444","310","477","455","472","707","831","650","280","216","42","4"
"강원도 원주시 무실동(4213066000)","17,085","17,085","1,571","2,379","2,366","2,249","3,060","2,705","1,854","649","232","20","0","17,843","17,843","1,488","2,106","2,060","2,353","3,534","2,937","2,034","790","446","93","2"
"강원도 원주시 반곡관설동(4213067500)","21,708","21,708","2,505","2,832","2,601","3,331","4,194","3,518","1,825","635","248","19","0","22,896","22,896","2,412","2,949","2,636","3,847","4,590","3,299","1,874","727","453","105","4"
"강원도 강릉시 (4215000000)","105,308","105,308","6,460","9,486","13,272","11,070","15,962","18,539","17,136","9,073","3,948","353","9","106,969","106,969","6,055","8,613","10,874","9,808","15,547","18,005","18,719","11,039","6,896","1,368","45"
"강원도 강릉시 주문진읍(4215025000)","8,098","8,098","342","499","817","621","1,094","1,529","1,704","1,010","432","48","2","8,519","8,519","310","413","595","579","934","1,426","1,933","1,335","832","159","3"
"강원도 강릉시 성산면(4215031000)","1,765","1,765","67","104","162","117","211","345","415","228","107","9","0","1,702","1,702","51","93","99","87","167","324","383","227","225","46","0"
"강원도 강릉시 왕산면(4215032000)","843","843","27","12","45","57","61","165","272","133","67","4","0","732","732","7","21","35","24","37","132","230","139","84","23","0"
"강원도 강릉시 구정면(4215033000)","2,156","2,156","116","153","186","151","269","393","518","239","114","16","1","2,102","2,102","97","134","138","156","218","341","484","265","202","65","2"
"강원도 강릉시 강동면(4215034000)","2,205","2,205","50","91","254","173","262","434","503","283","142","13","0","1,938","1,938","42","74","130","95","140","308","456","357","277","57","2"
"강원도 강릉시 옥계면(4215035000)","1,761","1,761","40","87","143","125","174","358","471","246","107","10","0","1,679","1,679","46","59","85","80","130","266","433","305","239","35","1"
"강원도 강릉시 사천면(4215036000)","2,422","2,422","99","132","237","221","316","449","548","268","142","10","0","2,296","2,296","78","120","179","181","247","407","548","287","197","49","3"
"강원도 강릉시 연곡면(4215037000)","3,191","3,191","156","234","261","276","472","548","683","390","155","14","2","3,157","3,157","149","210","211","220","435","523","713","404","244","47","1"
"강원도 강릉시 홍제동(4215051000)","7,369","7,369","630","750","863","995","1,223","1,234","966","491","196","21","0","7,733","7,733","601","717","798","931","1,328","1,228","1,070","632","353","70","5"
"강원도 강릉시 중앙동(4215052000)","2,293","2,293","76","130","267","234","313","405","427","291","130","19","1","2,455","2,455","71","144","253","159","280","345","541","379","232","49","2"
"강원도 강릉시 옥천동(4215054000)","1,737","1,737","50","87","186","149","247","332","311","255","116","4","0","1,610","1,610","39","67","137","106","164","275","360","289","150","21","2"
"강원도 강릉시 교1동(4215055000)","12,497","12,497","807","1,419","1,918","1,298","2,008","2,241","1,597","793","392","24","0","13,152","13,152","782","1,336","1,676","1,232","2,285","2,271","1,803","1,021","627","112","7"
"강원도 강릉시 교2동(4215056000)","3,811","3,811","172","288","478","425","490","700","702","388","158","10","0","3,853","3,853","164","255","458","322","486","672","772","412","260","50","2"
"강원도 강릉시 포남1동(4215057100)","5,164","5,164","209","393","673","502","744","966","899","539","220","18","1","5,371","5,371","202","342","599","410","649","1,016","1,140","635","328","49","1"
"강원도 강릉시 포남2동(4215057200)","6,211","6,211","261","554","824","671","901","1,152","1,096","534","203","14","1","6,483","6,483","249","496","738","544","858","1,155","1,333","650","362","96","2"
"강원도 강릉시 초당동(4215058000)","2,280","2,280","129","179","301","302","319","413","392","156","83","6","0","2,403","2,403","153","170","213","240","357","473","416","219","137","25","0"
"강원도 강릉시 송정동(4215059000)","4,789","4,789","412","503","581","596","777","787","713","279","130","11","0","5,172","5,172","438","485","524","607","851","878","767","383","187","50","2"
"강원도 강릉시 내곡동(4215060000)","8,298","8,298","662","807","1,304","1,010","1,420","1,262","1,084","535","193","21","0","8,162","8,162","634","724","1,008","973","1,301","1,320","1,177","588","366","68","3"
"강원도 강릉시 강남동(4215061500)","8,874","8,874","446","778","1,088","841","1,292","1,602","1,447","917","428","34","1","8,792","8,792","412","661","786","687","1,110","1,459","1,643","1,165","727","141","1"
"강원도 강릉시 성덕동(4215064500)","13,797","13,797","1,141","1,725","1,804","1,591","2,374","2,327","1,722","759","320","34","0","14,096","14,096","1,006","1,534","1,524","1,497","2,554","2,339","1,835","1,022","661","118","6"
"강원도 강릉시 경포동(4215066500)","5,747","5,747","568","561","880","715","995","897","666","339","113","13","0","5,562","5,562","524","558","688","678","1,016","847","682","325","206","38","0"
"강원도 동해시 (4217000000)","45,553","45,553","3,106","4,415","5,337","4,553","7,332","8,202","7,213","3,697","1,585","110","3","44,021","44,021","2,939","4,004","3,730","3,910","6,760","7,450","7,645","4,454","2,634","484","11"
"강원도 동해시 천곡동(4217051000)","15,243","15,243","1,291","1,652","1,880","1,774","2,562","2,464","2,245","1,003","335","36","1","15,401","15,401","1,230","1,604","1,421","1,571","2,580","2,655","2,540","1,098","583","118","1"
"강원도 동해시 송정동(4217052000)","2,023","2,023","56","113","340","164","269","354","392","208","118","9","0","1,651","1,651","63","86","146","99","179","265","370","234","173","35","1"
"강원도 동해시 북삼동(4217053000)","10,374","10,374","724","1,308","1,432","1,040","1,812","1,986","1,270","550","239","13","0","9,584","9,584","701","1,115","948","876","1,833","1,754","1,275","661","354","67","0"
"강원도 동해시 부곡동(4217054000)","2,395","2,395","83","177","224","152","341","461","516","307","129","5","0","2,525","2,525","73","147","182","156","282","442","584","416","203","38","2"
"강원도 동해시 동호동(4217055000)","2,548","2,548","138","216","254","211","399","497","432","282","111","7","1","2,522","2,522","127","196","197","193","314","422","507","367","181","17","1"
"강원도 동해시 발한동(4217057000)","1,659","1,659","45","75","134","124","231","298","369","262","112","8","1","1,624","1,624","43","78","96","65","150","230","412","308","207","35","0"
"강원도 동해시 묵호동(4217059000)","1,502","1,502","51","85","98","87","217","286","320","223","132","3","0","1,506","1,506","35","67","67","65","154","208","357","337","195","20","1"
"강원도 동해시 북평동(4217060000)","6,612","6,612","611","611","706","757","1,080","1,201","975","451","208","12","0","6,203","6,203","557","560","504","730","979","989","940","514","349","79","2"
"강원도 동해시 망상동(4217063000)","1,744","1,744","72","96","147","129","248","323","373","228","121","7","0","1,696","1,696","80","80","89","98","175","260","372","284","214","43","1"
"강원도 동해시 삼화동(4217065000)","1,453","1,453","35","82","122","115","173","332","321","183","80","10","0","1,309","1,309","30","71","80","57","114","225","288","235","175","32","2"
"강원도 태백시 (4219000000)","20,259","20,259","1,123","1,854","1,920","1,648","3,145","3,768","3,782","2,134","835","49","1","19,826","19,826","1,019","1,700","1,389","1,429","2,793","3,208","3,877","2,748","1,472","187","4"
"강원도 태백시 황지동(4219051500)","2,954","2,954","209","275","325","264","458","518","532","268","96","9","0","3,011","3,011","184","265","214","241","415","510","606","364","188","22","2"
"강원도 태백시 황연동(4219052500)","2,126","2,126","69","160","192","144","311","400","497","260","91","2","0","2,065","2,065","78","133","120","103","250","329","509","351","164","27","1"
"강원도 태백시 삼수동(4219053500)","2,852","2,852","170","251","230","216","457","523","492","352","148","12","1","2,711","2,711","134","231","136","192","375","372","549","449","246","26","1"
"강원도 태백시 상장동(4219054000)","6,483","6,483","502","772","741","631","1,224","1,176","860","430","141","6","0","6,399","6,399","451","744","580","583","1,217","1,064","913","544","261","42","0"
"강원도 태백시 문곡소도동(4219058500)","1,897","1,897","69","121","138","125","258","372","459","238","109","8","0","1,878","1,878","70","129","135","118","201","331","444","291","134","25","0"
"강원도 태백시 장성동(4219059500)","1,631","1,631","63","99","144","131","190","356","365","201","79","3","0","1,661","1,661","63","104","114","91","156","309","349","272","181","22","0"
"강원도 태백시 구문소동(4219060500)","1,281","1,281","27","141","67","64","137","231","317","210","83","4","0","1,162","1,162","20","54","48","57","100","155","281","267","164","16","0"
"강원도 태백시 철암동(4219061500)","1,035","1,035","14","35","83","73","110","192","260","175","88","5","0","939","939","19","40","42","44","79","138","226","210","134","7","0"
"강원도 속초시 (4221000000)","41,100","41,100","2,814","3,674","4,937","4,925","6,074","7,480","6,811","3,016","1,256","111","2","41,748","41,748","2,726","3,385","3,832","4,134","6,082","7,650","7,228","3,914","2,291","496","10"
"강원도 속초시 영랑동(4221051000)","2,298","2,298","86","125","237","227","285","465","516","250","98","8","1","2,105","2,105","77","93","149","168","202","401","522","292","164","35","2"
"강원도 속초시 동명동(4221052000)","1,741","1,741","102","135","157","157","250","343","337","184","70","6","0","1,718","1,718","100","112","115","134","218","320","346","218","128","27","0"
"강원도 속초시 금호동(4221054000)","2,970","2,970","113","225","336","278","376","567","612","318","134","11","0","3,064","3,064","110","189","244","201","333","596","683","387","248","73","0"
"강원도 속초시 교동(4221056000)","4,665","4,665","241","415","627","545","627","824","849","367","158","12","0","4,815","4,815","232","348","479","432","626","871","976","510","285","54","2"
"강원도 속초시 노학동(4221057000)","10,862","10,862","660","1,075","1,358","1,233","1,587","2,039","1,833","740","313","24","0","10,911","10,911","671","1,022","1,040","1,005","1,685","2,060","1,782","911","604","129","2"
"강원도 속초시 조양동(4221058000)","14,442","14,442","1,413","1,492","1,839","2,029","2,410","2,441","1,749","755","285","29","0","15,169","15,169","1,353","1,453","1,515","1,881","2,588","2,682","2,055","1,018","527","95","2"
"강원도 속초시 청호동(4221059000)","2,517","2,517","161","133","248","318","371","478","507","191","97","12","1","2,472","2,472","142","131","194","240","297","426","490","300","200","50","2"
"강원도 속초시 대포동(4221060000)","1,605","1,605","38","74","135","138","168","323","408","211","101","9","0","1,494","1,494","41","37","96","73","133","294","374","278","135","33","0"
"강원도 삼척시 (4223000000)","32,450","32,450","1,779","2,713","3,845","2,796","4,636","5,935","6,015","3,204","1,389","138","0","31,715","31,715","1,734","2,560","2,999","2,392","3,898","4,964","5,928","3,884","2,803","537","16"
"강원도 삼척시 도계읍(4223025000)","4,874","4,874","128","516","904","240","538","808","1,005","527","189","19","0","4,896","4,896","130","544","821","196","410","675","944","660","457","57","2"
"강원도 삼척시 원덕읍(4223025300)","1,685","1,685","37","56","150","127","218","364","407","206","109","11","0","1,524","1,524","34","56","77","58","122","246","344","297","247","40","3"
"강원도 삼척시 원덕읍임원출장소(4223025400)","851","851","20","31","65","47","120","186","210","108","56","8","0","832","832","27","26","43","30","68","132","203","164","113","24","2"
"강원도 삼척시 근덕면(4223031000)","2,586","2,586","58","85","187","158","287","568","656","364","204","19","0","2,438","2,438","50","79","99","102","159","381","615","432","415","102","4"
"강원도 삼척시 하장면(4223032000)","695","695","15","22","29","38","89","136","219","90","53","4","0","587","587","5","17","28","22","33","119","180","92","78","13","0"
"강원도 삼척시 노곡면(4223033000)","383","383","4","5","15","11","43","86","121","60","31","7","0","322","322","3","4","9","7","14","47","86","74","60","18","0"
"강원도 삼척시 미로면(4223034000)","939","939","15","39","47","37","124","190","263","152","61","11","0","863","863","15","19","27","30","57","132","217","167","164","35","0"
"강원도 삼척시 가곡면(4223035000)","342","342","9","12","14","9","40","70","95","62","30","1","0","328","328","3","12","6","9","27","48","96","63","52","12","0"
"강원도 삼척시 신기면(4223036000)","366","366","5","6","15","13","52","85","94","61","33","2","0","304","304","8","7","9","14","13","52","82","60","49","10","0"
"강원도 삼척시 남양동(4223051000)","3,551","3,551","110","230","371","304","477","623","768","475","180","13","0","3,685","3,685","105","212","285","238","385","671","828","572","324","64","1"
"강원도 삼척시 교동(4223053000)","8,002","8,002","873","956","1,108","1,057","1,376","1,318","826","345","130","13","0","7,723","7,723","846","871","868","1,005","1,428","1,187","843","412","216","46","1"
"강원도 삼척시 정라동(4223054000)","4,356","4,356","270","393","538","427","696","854","658","358","148","14","0","4,266","4,266","280","342","431","378","633","673","707","464","295","62","1"
"강원도 삼척시 성내동(4223057000)","3,820","3,820","235","362","402","328","576","647","693","396","165","16","0","3,947","3,947","228","371","296","303","549","601","783","427","333","54","2"
"강원도 홍천군 (4272000000)","34,908","34,908","1,766","2,416","3,756","3,033","4,155","6,313","7,890","3,697","1,719","160","3","32,976","32,976","1,650","2,384","2,467","2,536","3,661","5,580","7,311","3,799","3,061","507","20"
"강원도 홍천군 홍천읍(4272025000)","17,011","17,011","1,189","1,688","2,233","1,869","2,533","3,019","2,701","1,170","553","56","0","16,717","16,717","1,125","1,622","1,649","1,668","2,485","2,818","2,738","1,437","1,001","169","5"
"강원도 홍천군 화촌면(4272031000)","2,385","2,385","49","81","221","156","214","402","713","380","150","18","1","2,100","2,100","49","60","108","95","127","306","649","342","299","62","3"
"강원도 홍천군 두촌면(4272032000)","1,218","1,218","23","43","74","56","90","219","401","195","105","12","0","1,214","1,214","20","51","48","47","59","197","369","212","175","35","1"
"강원도 홍천군 내촌면(4272033000)","1,254","1,254","27","36","64","57","101","236","418","206","99","10","0","1,157","1,157","18","37","42","45","59","205","366","178","182","23","2"
"강원도 홍천군 서석면(4272034000)","1,907","1,907","68","87","160","103","154","387","555","263","119","11","0","1,808","1,808","51","91","95","87","133","352","499","240","226","31","3"
"강원도 홍천군 영귀미면(4272035200)","2,117","2,117","54","97","126","127","197","400","632","332","142","9","1","1,987","1,987","54","80","80","89","151","330","582","330","251","38","2"
"강원도 홍천군 남면(4272036000)","3,276","3,276","187","169","512","327","303","489","729","370","176","14","0","2,821","2,821","177","221","183","247","228","422","642","326","322","53","0"
"강원도 홍천군 서면(4272037000)","1,990","1,990","45","59","124","131","195","368","630","282","139","17","0","1,818","1,818","43","57","91","72","148","327","538","287","212","41","2"
"강원도 홍천군 북방면(4272038000)","2,080","2,080","59","91","146","125","220","426","600","271","136","6","0","1,900","1,900","65","91","108","111","149","337","504","250","250","34","1"
"강원도 홍천군 내면(4272039000)","1,670","1,670","65","65","96","82","148","367","511","228","100","7","1","1,454","1,454","48","74","63","75","122","286","424","197","143","21","1"
"강원도 횡성군 (4273000000)","23,903","23,903","1,084","1,803","2,032","1,733","2,677","4,439","5,851","2,864","1,323","96","1","22,643","22,643","958","1,665","1,468","1,469","2,201","3,965","5,326","2,937","2,205","429","20"
"강원도 횡성군 횡성읍(4273025000)","10,551","10,551","733","997","1,235","1,007","1,527","1,931","1,805","845","432","39","0","10,405","10,405","671","976","935","955","1,365","1,757","1,790","1,044","741","164","7"
"강원도 횡성군 우천면(4273031000)","2,346","2,346","60","107","211","134","218","449","648","352","156","10","1","2,090","2,090","58","94","108","101","156","377","586","318","246","45","1"
"강원도 횡성군 안흥면(4273032000)","1,638","1,638","46","298","66","65","96","276","473","216","98","4","0","1,532","1,532","22","271","49","50","83","249","400","227","145","34","2"
"강원도 횡성군 둔내면(4273033000)","3,086","3,086","115","213","195","241","324","615","821","374","180","8","0","2,826","2,826","104","168","145","148","262","540","751","365","294","43","6"
"강원도 횡성군 갑천면(4273034000)","1,248","1,248","19","27","62","46","96","245","419","226","102","6","0","1,176","1,176","14","33","61","41","68","208","367","190","160","33","1"
"강원도 횡성군 청일면(4273035000)","1,209","1,209","15","37","54","48","83","234","440","215","76","7","0","1,162","1,162","20","26","33","36","58","226","348","216","166","31","2"
"강원도 횡성군 공근면(4273036000)","1,796","1,796","41","51","103","96","162","339","566","288","137","13","0","1,661","1,661","33","49","75","62","98","291","510","258","231","54","0"
"강원도 횡성군 서원면(4273037000)","1,109","1,109","32","35","59","60","111","176","375","175","80","6","0","970","970","23","25","39","47","52","163","320","146","139","16","0"
"강원도 횡성군 강림면(4273038000)","920","920","23","38","47","36","60","174","304","173","62","3","0","821","821","13","23","23","29","59","154","254","173","83","9","1"
"강원도 영월군 (4275000000)","19,657","19,657","809","1,512","1,743","1,399","2,309","3,898","4,544","2,269","1,073","97","4","18,277","18,277","703","1,247","1,318","1,136","1,989","3,119","3,997","2,581","1,893","284","10"
"강원도 영월군 영월읍(4275025000)","10,667","10,667","641","1,157","1,224","955","1,447","2,029","1,827","929","421","37","0","10,199","10,199","543","907","967","850","1,435","1,699","1,732","1,161","787","113","5"
"강원도 영월군 상동읍(4275025300)","526","526","13","15","28","14","62","112","154","77","50","1","0","479","479","4","16","13","18","35","70","125","94","91","13","0"
